I can't describe another girl who is 5'6	I can't describe another girl who is 5'6	I| can't describe| another girl who is 5'6							
There's another girl	There's another girl	there| 's| another girl							
I can't describe her	I can't describe her	I| can't describe| her							
She is about 5'6	She is about 5'6	she| is| about 5'6							
the girl is 5'6	the girl is 5'6	the girl| is| 5'6							
Immediately after we paid, the waiter took the money	Immediately after we paid, the waiter took the money	the waiter| took| the money| immediately after we paid	we| paid| immediately after						
Immediately after we paid, the waiter said, okay, you guys are outta here	Immediately after we paid, the waiter said, okay, you guys are outta here	the| waiter| said| okay you guys are outta here| Immediately after we paid	we| paid| immediately after	you guys| are| outta here| okay					
After we paid the waiter took the money	After we paid the waiter took the money	the waiter| took| the money| after we paid	we| paid| after						
After we paid the waiter said, okay, you guys are outta here	After we paid the waiter said, okay, you guys are outta here	the waiter| said| okay you guys are outta here| after we paid	we| paid| after	you guys| are| outta here| okay					
He said we were outta there	He said we were outta there	he| said| we were outta there	we| were| outta there						
In fact, it appears he is going to go postal at any moment	In fact, it appears he is going to go postal at any moment	it| appears| he is going to go postal at any moment| in fact	he| is going| to go postal| at any moment						
It appears he is going for postal	It appears he is going for postal	it| appears| he is going for postal	he| is going| for postal						
he is going postal	he is going postal	he| is going| postal							
They all know you	They all know you	they all| know| you							
You are known to all of them	You are known to all of them	you| are known| to all of them							
Every one of them knows you	Every one of them knows you	every one of them| knows| you							
All knew me	All knew me	all| knew| me							
 All know me	All know me	all| know| me							
they knew me	they knew me	they| knew| me							
 You they knew	You they knew	they| knew| you							
 Me they knew	Me they knew	they| knew| me							
They aren't making $$ off of you	They aren't making $$ off of you	they| aren't making| $$| off of you							
Don't rate high on their 'service scale'	Don't rate high on their 'service scale'	[subject missing]| don't rate| high on their 'service scale'							
If they aren't making money off of you then you don't rate high on their 'service scale'	If they aren't making money off of you then you don't rate high on their 'service scale'	you| don't rate| high| on their 'service scale'| If they aren't making money off of you| then	they| aren't| making money| off of you						
They aren't making $$	They aren't making $$	they| aren't making| $$							
You don't rate high on their scale	You don't rate high on their scale	you| don't rate| high on their scale							
Schooner couldn't have cared less about being at their establishment	Schooner couldn't have cared less about being at their establishment	Schooner| couldn't have cared| less about being at their establishment							
Later couldn't have cared less about our being at their establishment	Later couldn't have cared less about our being at their establishment	later| couldn't have cared| less about our being at their establishment							
